No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
3937,Spiced Medley Cucumber,Vegetables,Palm-sized portion,243.0,3.58,0.0,7.96,46.2,0,0,0,0,1,0.75,Synthetic
3938,Extra-Virgin Style Asparagus,Vegetables,Palm-sized portion,175.05,4.68,1.19,33.12,161.9,0,0,0,0,1,0.25,Synthetic
3939,Baked Traditional Spinach,Vegetables,Palm-sized portion,140.49,18.85,2.5,10.54,140.1,0,0,0,0,0,0.75,Synthetic
3940,Fortified Traditional Mushrooms,Vegetables,1 medium one,76.33,12.98,0.0,0.2,52.7,0,0,0,0,0,0.75,Synthetic
3941,High-Protein Garden Green Beans,Vegetables,1/2 cup,73.64,6.6,4.82,18.04,141.9,1,0,0,0,0,0.0,Synthetic
3942,Local Selection Cucumber,Vegetables,1 cup,37.26,0.02,0.0,16.21,64.9,0,0,0,0,1,0.75,Synthetic
3943,Dried Premium Leeks,Vegetables,Sliced (1/2 cup),91.82,13.51,0.0,15.34,115.4,0,0,0,0,1,0.0,Synthetic
3944,Steamed Bahraini Eggplant,Vegetables,1/2 cup,7.0,0.01,1.18,5.46,32.5,1,0,1,0,0,1.0,Synthetic
3945,Baked Garden Sweet Potato,Vegetables,1/2 cup,138.13,0.78,0.99,0.2,12.8,1,0,0,0,0,0.75,Synthetic
3946,Fortified Heritage Sweet Potato,Vegetables,1 cup,7.0,0.0,0.26,6.38,27.9,1,0,0,0,0,0.5,Synthetic
3947,Enriched Classic Spinach,Vegetables,1 cup,40.36,14.34,5.12,22.18,192.2,0,0,0,0,1,0.75,Synthetic
3948,Grilled Variety Spinach,Vegetables,Sliced (1/2 cup),121.47,14.85,1.44,8.51,106.4,0,0,0,0,0,0.5,Synthetic
3949,Low-Fat Garden Artichoke,Vegetables,Palm-sized portion,21.42,7.55,0.0,12.8,81.4,0,0,0,0,0,0.0,Synthetic
3950,Enriched Blend Radish,Vegetables,1 cup,156.37,16.22,4.52,10.35,147.0,0,0,0,0,1,0.5,Synthetic
3951,Enriched Gourmet Carrots,Vegetables,Sliced (1/2 cup),86.9,12.13,0.0,0.2,49.3,0,0,0,0,0,0.0,Synthetic
3952,Seasonal Special Eggplant,Vegetables,1/2 cup,11.08,1.79,1.8,6.94,51.1,0,0,0,0,1,1.0,Synthetic
3953,Herb-Infused Premium Bok Choy,Vegetables,1 medium one,7.0,4.33,0.0,0.2,18.1,1,0,0,0,0,0.75,Synthetic
3954,Cold-Pressed Special Broccoli,Vegetables,Sliced (1/2 cup),24.11,6.86,0.0,16.05,91.6,1,0,1,0,0,0.75,Synthetic
3955,Seasonal Style Carrots,Vegetables,1 cup,133.56,7.72,0.0,7.46,60.7,0,0,0,0,0,0.75,Synthetic
3956,Herb-Infused Premium Bell Peppers,Vegetables,Palm-sized portion,141.2,13.41,0.0,11.68,100.4,1,0,0,0,0,0.0,Synthetic
3957,Natural Heritage Cabbage,Vegetables,1 medium one,90.5,10.51,5.57,0.2,93.0,0,0,0,0,0,0.75,Synthetic
3958,Raw Medley Mushrooms,Vegetables,1 cup,7.0,0.28,0.49,5.88,29.1,0,0,0,0,0,1.0,Synthetic
3959,Pickled Original Mushrooms,Vegetables,Sliced (1/2 cup),7.0,2.58,0.0,4.07,26.6,0,0,0,0,1,0.75,Synthetic
3960,Steamed Selection Artichoke,Vegetables,1 cup,96.32,5.98,0.78,29.08,147.3,1,0,0,0,0,0.0,Synthetic
3961,Whipped Classic Spinach,Vegetables,1 cup,16.15,5.19,6.78,3.38,95.3,0,0,0,0,0,1.0,Synthetic
3962,Low-Fat Garden Carrots,Vegetables,Sliced (1/2 cup),43.36,0.02,0.0,18.54,74.2,0,0,0,0,0,0.75,Synthetic
3963,Natural Style Asparagus,Vegetables,1 cup,113.17,13.1,0.97,1.93,68.8,0,0,0,0,1,0.0,Synthetic
3964,Baked Selection Tomatoes,Vegetables,1/2 cup,98.7,8.6,0.0,7.57,64.7,0,0,0,0,0,1.0,Synthetic
3965,Roasted Arabian Spinach,Vegetables,1 cup,68.49,0.35,2.2,2.5,31.2,0,0,0,0,0,0.75,Synthetic
3966,Seasonal Selection Radish,Vegetables,Palm-sized portion,7.0,1.47,0.08,5.1,27.0,1,0,0,0,0,0.0,Synthetic
3967,Lightly-Salted Original Asparagus,Vegetables,Palm-sized portion,45.75,14.33,2.49,17.0,147.7,0,0,0,0,0,1.0,Synthetic
3968,Grilled Classic Artichoke,Vegetables,1/2 cup,68.36,0.56,1.55,21.99,104.1,0,0,0,0,0,0.0,Synthetic
3969,Smoked Original Bok Choy,Vegetables,1 cup,7.0,0.02,3.11,3.9,43.7,1,0,0,0,1,0.0,Synthetic
3970,Unsalted Heritage Bell Peppers,Vegetables,Sliced (1/2 cup),220.26,0.66,5.61,0.78,56.2,0,0,1,0,0,1.0,Synthetic
3971,Local Special Kale,Vegetables,Sliced (1/2 cup),87.79,14.42,0.0,0.2,58.5,0,0,0,0,0,0.5,Synthetic
3972,Baked Heritage Asparagus,Vegetables,1/2 cup,183.19,13.11,4.61,6.86,121.4,0,0,0,0,0,0.0,Synthetic
3973,Zero-Fat Special Cucumber,Vegetables,1 medium one,46.56,4.91,0.0,5.1,40.0,0,0,0,0,0,0.25,Synthetic
3974,Plain Arabian Kale,Vegetables,1/2 cup,128.34,16.65,0.0,24.56,164.8,0,0,0,0,0,0.5,Synthetic
3975,Sun-Dried Bahraini Bok Choy,Vegetables,1 cup,163.84,0.02,0.0,11.54,46.2,0,0,0,0,0,0.25,Synthetic
3976,Grilled Arabian Broccoli,Vegetables,1 cup,57.49,0.7,3.13,11.47,76.8,0,0,0,0,0,0.25,Synthetic
3977,Whole Gourmet Artichoke,Vegetables,Palm-sized portion,7.0,4.41,0.85,1.39,30.8,0,0,0,0,0,0.25,Synthetic
3978,Dried Premium Green Beans,Vegetables,Palm-sized portion,103.49,0.02,0.45,24.73,103.0,0,0,0,0,0,0.0,Synthetic
3979,Smoked Mix Cucumber,Vegetables,1/2 cup,158.05,3.91,0.39,23.99,115.1,0,0,0,0,0,1.0,Synthetic
3980,Organic Blend Cucumber,Vegetables,1 medium one,67.83,7.59,1.12,34.69,179.2,0,0,0,0,0,0.75,Synthetic
3981,Roasted Blend Carrots,Vegetables,1/2 cup,214.35,0.02,1.53,12.48,63.8,0,0,0,0,0,0.0,Synthetic
3982,Cold-Pressed Blend Cucumber,Vegetables,1 medium one,66.87,0.02,3.81,15.28,95.5,1,0,0,0,0,0.0,Synthetic
3983,Seasonal Selection Bok Choy,Vegetables,1 cup,50.83,0.02,3.24,18.96,105.1,0,0,0,0,0,0.25,Synthetic
3984,Dried Bahraini Sweet Potato,Vegetables,Sliced (1/2 cup),107.89,16.52,3.18,24.89,194.3,0,0,0,0,0,1.0,Synthetic
3985,Natural Farm-Fresh Sweet Potato,Vegetables,Palm-sized portion,113.28,12.54,5.41,11.95,146.6,0,0,0,0,1,0.0,Synthetic
3986,Plain Heritage Tomatoes,Vegetables,1 medium one,161.67,0.45,5.58,0.2,52.8,0,0,1,0,0,0.5,Synthetic
3987,Fortified Bahraini Asparagus,Vegetables,1 cup,81.35,6.72,0.0,15.74,89.8,1,0,0,0,0,0.5,Synthetic
3988,Lightly-Salted Special Bok Choy,Vegetables,Sliced (1/2 cup),124.89,0.02,3.26,12.54,79.6,0,0,0,0,0,0.25,Synthetic
3989,Reduced-Fat Blend Cauliflower,Vegetables,1 cup,47.53,0.02,5.43,0.2,49.7,0,0,0,0,0,1.0,Synthetic
3990,Marinated Special Kale,Vegetables,1 medium one,105.64,7.79,0.0,22.44,120.9,0,0,0,0,0,0.0,Synthetic
3991,Whole Variety Eggplant,Vegetables,1 medium one,79.29,2.75,0.0,1.72,17.9,0,0,0,0,0,0.5,Synthetic
3992,High-Protein Special Sweet Potato,Vegetables,Sliced (1/2 cup),7.0,0.0,0.0,6.65,26.6,0,0,0,0,1,1.0,Synthetic
3993,Low-Fat Bahraini Cauliflower,Vegetables,Sliced (1/2 cup),77.7,21.15,5.1,0.2,131.3,0,0,0,0,0,0.25,Synthetic
3994,Whipped Selection Kale,Vegetables,1 cup,104.36,1.37,0.0,0.2,6.3,0,0,0,0,0,0.75,Synthetic
3995,Marinated Mix Artichoke,Vegetables,1/2 cup,12.02,0.01,0.0,11.41,45.7,0,0,0,0,0,0.75,Synthetic
3996,Organic Selection Bell Peppers,Vegetables,1 medium one,134.92,0.02,1.23,0.2,12.0,0,0,0,0,0,0.25,Synthetic
3997,Reduced-Fat Gourmet Spinach,Vegetables,Sliced (1/2 cup),86.84,7.72,1.35,23.96,138.9,0,0,0,0,0,0.25,Synthetic
3998,Grilled Special Artichoke,Vegetables,Sliced (1/2 cup),122.33,10.58,2.95,41.02,233.0,0,0,0,0,0,1.0,Synthetic
3999,Frozen Classic Bell Peppers,Vegetables,Sliced (1/2 cup),210.31,14.44,0.46,34.72,200.8,1,0,0,0,0,0.75,Synthetic
4000,Zero-Fat Traditional Green Beans,Vegetables,1 medium one,53.66,8.5,3.01,10.37,102.6,1,0,0,0,0,0.0,Synthetic
4001,Extra-Virgin Premium Spinach,Vegetables,1/2 cup,81.91,3.02,4.93,20.1,136.8,0,0,0,0,0,0.25,Synthetic
4002,Local Blend Cucumber,Vegetables,1 medium one,118.89,6.39,0.0,4.86,45.0,0,0,0,0,0,1.0,Synthetic
4003,Low-Fat Farm-Fresh Cauliflower,Vegetables,Palm-sized portion,58.14,10.19,0.0,6.18,65.5,0,0,0,0,0,0.25,Synthetic
4004,High-Protein Farm-Fresh Spinach,Vegetables,1 cup,102.86,4.79,4.27,12.86,109.0,0,0,0,0,0,0.0,Synthetic
4005,Low-Fat Classic Cauliflower,Vegetables,Palm-sized portion,81.8,0.56,0.0,5.27,23.3,0,0,0,0,0,1.0,Synthetic
4006,Grilled Special Okra,Vegetables,Sliced (1/2 cup),63.37,2.58,0.0,29.62,128.8,0,0,0,0,1,0.5,Synthetic
4007,High-Protein Special Cauliflower,Vegetables,Palm-sized portion,101.37,2.56,8.97,0.2,91.8,0,0,0,0,0,0.25,Synthetic
4008,Baked Gourmet Tomatoes,Vegetables,1/2 cup,7.0,2.83,1.11,2.71,32.2,0,0,0,0,0,1.0,Synthetic
4009,Low-Fat Mix Sweet Potato,Vegetables,1/2 cup,7.0,0.01,1.14,5.51,32.3,1,0,0,0,0,0.5,Synthetic
4010,Boiled Special Cauliflower,Vegetables,1/2 cup,142.04,7.42,2.98,14.0,112.5,0,0,0,0,0,1.0,Synthetic
4011,Whipped Selection Asparagus,Vegetables,1/2 cup,161.84,8.88,2.08,0.2,55.0,0,0,0,0,0,0.0,Synthetic
4012,Lightly-Salted Mix Radish,Vegetables,1 medium one,99.12,11.16,0.13,12.39,95.4,0,0,0,0,1,1.0,Synthetic
4013,Unsalted Classic Cucumber,Vegetables,Sliced (1/2 cup),127.96,18.05,0.0,0.2,73.0,1,0,0,0,0,0.25,Synthetic
4014,Plain Blend Tomatoes,Vegetables,Sliced (1/2 cup),13.13,2.72,0.0,9.76,49.9,1,0,1,0,0,0.75,Synthetic
4015,Enriched Wild Cabbage,Vegetables,1 cup,11.55,0.66,0.0,10.31,43.9,1,0,0,0,0,0.25,Synthetic
4016,Boiled Garden Zucchini,Vegetables,Palm-sized portion,63.01,11.55,2.23,11.8,113.5,0,0,0,0,0,0.75,Synthetic
4017,Whipped Premium Sweet Potato,Vegetables,1/2 cup,47.73,14.15,0.48,8.92,96.6,0,0,0,0,1,1.0,Synthetic
4018,Cold-Pressed Wild Cucumber,Vegetables,1 medium one,114.49,5.49,4.64,1.27,68.8,0,0,0,0,0,0.5,Synthetic
4019,Marinated Traditional Broccoli,Vegetables,1/2 cup,64.54,0.02,4.61,0.2,42.4,0,0,0,0,0,0.25,Synthetic
4020,High-Protein Original Artichoke,Vegetables,1/2 cup,83.45,0.02,2.63,6.97,51.6,1,0,0,0,1,0.5,Synthetic
4021,Whole Heritage Eggplant,Vegetables,1/2 cup,146.61,13.34,0.0,0.71,56.2,0,0,0,0,1,0.25,Synthetic
4022,Baked Bahraini Zucchini,Vegetables,1 medium one,45.55,3.67,0.0,32.01,142.7,1,0,0,0,0,1.0,Synthetic
4023,Sun-Dried Mix Broccoli,Vegetables,Palm-sized portion,52.22,8.25,0.0,25.04,133.2,1,0,0,0,0,0.25,Synthetic
4024,Raw Wild Mushrooms,Vegetables,1 medium one,119.09,0.19,7.62,22.34,158.7,0,0,0,0,0,0.75,Synthetic
4025,Boiled Selection Zucchini,Vegetables,1 cup,229.87,1.45,5.91,0.2,59.8,1,0,0,0,0,0.25,Synthetic
4026,Marinated Classic Bok Choy,Vegetables,1 cup,54.57,1.83,0.0,23.74,102.3,1,0,0,0,0,0.25,Synthetic
4027,Plain Bahraini Bell Peppers,Vegetables,Sliced (1/2 cup),150.2,8.4,3.43,0.2,65.3,1,0,0,0,1,0.5,Synthetic
4028,Smoked Medley Leeks,Vegetables,1 cup,92.63,6.56,5.03,33.5,205.5,0,0,1,0,0,0.75,Synthetic
4029,Enriched Style Mushrooms,Vegetables,Palm-sized portion,19.4,2.52,1.36,14.55,80.5,0,0,0,0,1,0.0,Synthetic
4030,Lightly-Salted Variety Okra,Vegetables,Palm-sized portion,93.22,5.48,0.0,0.37,23.4,0,0,0,0,0,0.5,Synthetic
4031,Lightly-Salted Bahraini Eggplant,Vegetables,1 medium one,247.27,0.02,0.0,27.03,108.2,0,0,0,0,0,0.75,Synthetic
4032,Reduced-Fat Wild Artichoke,Vegetables,1 medium one,11.59,5.58,3.68,0.2,56.2,0,0,0,0,0,0.0,Synthetic
4033,Frozen Bahraini Radish,Vegetables,Sliced (1/2 cup),95.19,1.62,0.67,1.05,16.7,0,0,0,0,0,1.0,Synthetic
4034,Extra-Virgin Traditional Cauliflower,Vegetables,Palm-sized portion,51.52,3.27,3.57,7.11,73.6,1,0,0,0,1,0.75,Synthetic
4035,Extra-Virgin Gourmet Bell Peppers,Vegetables,1 cup,42.64,4.57,2.15,0.2,38.4,0,0,0,0,0,0.75,Synthetic
4036,Sun-Dried Bahraini Green Beans,Vegetables,1/2 cup,7.0,5.29,0.27,0.2,24.4,0,0,0,0,1,0.25,Synthetic
4037,Local Wild Broccoli,Vegetables,Palm-sized portion,120.9,2.7,0.0,7.67,41.5,0,0,0,0,1,0.5,Synthetic
4038,Dried Medley Tomatoes,Vegetables,1/2 cup,85.17,14.8,0.0,0.93,62.9,1,0,0,0,0,0.0,Synthetic
4039,Extra-Virgin Premium Cauliflower,Vegetables,1 medium one,89.33,11.61,0.0,0.2,47.2,1,0,0,0,0,1.0,Synthetic
4040,Plain Original Spinach,Vegetables,1 medium one,110.99,4.86,1.3,37.31,180.4,0,0,0,0,0,0.75,Synthetic
4041,Lightly-Salted Arabian Cauliflower,Vegetables,1 cup,211.3,0.02,0.0,17.56,70.3,0,0,0,0,1,0.0,Synthetic
4042,Zero-Fat Premium Mushrooms,Vegetables,Palm-sized portion,67.77,6.67,4.3,15.1,125.8,1,0,0,0,0,0.75,Synthetic
4043,Grilled Garden Cucumber,Vegetables,1/2 cup,59.02,8.6,2.3,11.73,102.0,0,0,0,0,0,1.0,Synthetic
4044,Organic Style Radish,Vegetables,1 cup,18.42,0.02,3.87,12.46,84.8,0,0,0,0,0,0.5,Synthetic
4045,Low-Fat Wild Cabbage,Vegetables,1/2 cup,76.95,6.4,2.53,13.87,103.8,0,0,0,0,0,1.0,Synthetic
4046,Premium Gourmet Zucchini,Vegetables,1 cup,109.79,6.27,4.08,0.2,62.6,0,0,0,0,1,0.75,Synthetic
4047,Baked Traditional Green Beans,Vegetables,1 medium one,49.82,7.67,0.0,27.53,140.8,0,0,0,0,0,0.25,Synthetic
4048,Frozen Selection Spinach,Vegetables,Sliced (1/2 cup),88.41,2.13,1.48,24.6,120.2,1,0,0,0,0,0.75,Synthetic
4049,Smoked Premium Radish,Vegetables,1 cup,64.62,1.73,1.83,10.2,64.2,1,0,0,0,0,1.0,Synthetic
4050,Grilled Style Kale,Vegetables,1/2 cup,55.14,10.19,0.0,24.45,138.6,1,0,0,0,0,0.0,Synthetic
4051,Whipped Classic Green Beans,Vegetables,1 cup,52.12,0.02,0.0,0.2,0.9,1,0,0,0,0,0.5,Synthetic
4052,Frozen Selection Asparagus,Vegetables,1 medium one,166.65,0.02,4.12,45.0,217.2,0,0,0,0,1,0.0,Synthetic
4053,Baked Gourmet Okra,Vegetables,1 cup,166.86,7.44,0.0,3.0,41.8,1,0,0,0,0,0.0,Synthetic
4054,Raw Arabian Radish,Vegetables,1/2 cup,143.45,1.73,2.0,8.96,60.8,1,0,1,0,1,0.5,Synthetic
4055,Low-Fat Arabian Spinach,Vegetables,1 cup,157.79,14.73,0.0,13.08,111.2,0,0,0,0,0,0.25,Synthetic
4056,Whipped Bahraini Spinach,Vegetables,1/2 cup,47.15,0.02,0.0,20.9,83.7,1,0,1,0,1,0.25,Synthetic
4057,Marinated Wild Artichoke,Vegetables,Palm-sized portion,45.75,5.03,1.37,2.27,41.5,0,0,0,0,0,0.25,Synthetic
4058,Dried Selection Tomatoes,Vegetables,1 medium one,26.4,0.02,0.0,25.06,100.3,0,0,0,0,0,0.0,Synthetic
4059,Low-Fat Premium Okra,Vegetables,1 medium one,60.53,8.21,0.0,0.2,33.6,1,0,0,0,0,1.0,Synthetic
4060,Unsalted Farm-Fresh Cabbage,Vegetables,Sliced (1/2 cup),7.0,0.0,0.31,6.34,28.1,1,0,0,0,0,0.5,Synthetic
4061,Fortified Bahraini Radish,Vegetables,1 cup,181.76,12.59,0.0,15.27,111.4,0,0,0,0,0,0.5,Synthetic
4062,Grilled Garden Cabbage,Vegetables,Sliced (1/2 cup),89.99,9.36,0.0,11.86,84.9,0,0,0,0,0,1.0,Synthetic
4063,Pickled Wild Leeks,Vegetables,Sliced (1/2 cup),38.85,0.02,0.0,0.2,0.9,0,0,1,0,0,0.5,Synthetic
4064,Sun-Dried Blend Bell Peppers,Vegetables,1/2 cup,60.07,0.02,0.45,23.59,98.5,1,0,0,0,0,0.75,Synthetic
4065,Zero-Fat Wild Radish,Vegetables,Palm-sized portion,196.15,2.18,2.37,0.2,30.9,1,0,0,0,0,1.0,Synthetic
4066,Fresh Garden Kale,Vegetables,Sliced (1/2 cup),124.9,12.64,0.0,0.2,51.4,0,0,0,0,0,1.0,Synthetic
4067,Whipped Classic Bell Peppers,Vegetables,1/2 cup,30.74,3.96,6.09,0.2,71.5,1,0,0,0,0,0.75,Synthetic
4068,Baked Premium Cauliflower,Vegetables,1 medium one,7.0,3.93,0.0,2.72,26.6,0,0,0,0,0,0.25,Synthetic
4069,Pickled Style Okra,Vegetables,1/2 cup,184.49,0.02,1.89,5.57,39.4,0,0,0,0,0,0.5,Synthetic
4070,Lightly-Salted Style Cucumber,Vegetables,Palm-sized portion,93.06,0.02,1.02,1.19,14.0,0,0,0,0,0,0.75,Synthetic
4071,Lightly-Salted Arabian Kale,Vegetables,Palm-sized portion,116.06,9.25,3.55,34.43,206.7,0,0,0,0,0,0.25,Synthetic
4072,Reduced-Fat Variety Okra,Vegetables,Sliced (1/2 cup),92.4,3.03,0.0,13.36,65.6,0,0,1,0,0,0.0,Synthetic
4073,Marinated Heritage Radish,Vegetables,1 cup,97.57,2.59,4.71,37.03,200.9,1,0,0,0,0,0.5,Synthetic
4074,Enriched Arabian Tomatoes,Vegetables,1/2 cup,178.28,9.99,7.02,8.1,135.5,0,0,0,0,0,0.25,Synthetic
4075,Sun-Dried Mix Kale,Vegetables,Palm-sized portion,7.0,0.02,0.0,6.87,27.6,0,0,0,0,0,0.25,Synthetic
4076,Spiced Blend Kale,Vegetables,Sliced (1/2 cup),7.0,0.0,0.48,6.16,29.0,1,0,0,0,0,0.0,Synthetic
4077,Fortified Classic Cauliflower,Vegetables,1 cup,188.92,16.1,0.2,14.46,124.0,1,0,0,0,1,0.25,Synthetic
4078,Spiced Heritage Asparagus,Vegetables,1 cup,12.58,2.78,0.03,9.14,48.0,0,0,0,0,0,1.0,Synthetic
4079,Whole Gourmet Carrots,Vegetables,Sliced (1/2 cup),7.72,3.16,0.0,4.17,29.3,0,0,0,0,0,0.0,Synthetic
4080,Natural Traditional Mushrooms,Vegetables,Sliced (1/2 cup),79.67,20.68,4.62,22.19,213.1,0,0,0,0,1,0.75,Synthetic
4081,Frozen Heritage Cauliflower,Vegetables,Palm-sized portion,124.28,8.84,0.0,0.31,36.6,0,0,0,0,1,0.5,Synthetic
4082,Marinated Garden Artichoke,Vegetables,1 medium one,7.0,1.28,1.33,4.04,33.2,0,0,0,0,0,0.5,Synthetic
4083,Reduced-Fat Selection Cucumber,Vegetables,1/2 cup,39.85,10.63,2.69,9.48,104.7,0,0,0,0,0,0.25,Synthetic
4084,Unsalted Classic Artichoke,Vegetables,Sliced (1/2 cup),32.39,2.08,0.91,3.83,31.8,0,0,0,0,1,1.0,Synthetic
4085,Natural Variety Broccoli,Vegetables,1 medium one,96.68,1.38,0.0,0.2,6.3,0,0,0,0,0,1.0,Synthetic
4086,Plain Special Cucumber,Vegetables,Sliced (1/2 cup),7.0,1.53,0.21,0.2,8.8,1,0,0,0,0,1.0,Synthetic
4087,Roasted Special Mushrooms,Vegetables,1 cup,46.45,13.72,0.0,16.09,119.2,0,0,0,0,0,0.25,Synthetic
4088,Herb-Infused Variety Eggplant,Vegetables,1 cup,85.82,18.92,9.57,37.73,312.7,0,0,1,0,0,0.75,Synthetic
4089,Raw Wild Green Beans,Vegetables,1 cup,88.23,3.94,8.41,31.21,216.3,0,0,0,0,0,0.0,Synthetic
4090,Grilled Wild Cauliflower,Vegetables,Palm-sized portion,49.52,0.02,0.0,33.78,135.2,0,0,0,0,0,1.0,Synthetic
4091,Boiled Heritage Radish,Vegetables,1 cup,34.55,3.32,1.23,28.27,137.4,1,0,0,0,0,1.0,Synthetic
4092,Reduced-Fat Special Cabbage,Vegetables,Sliced (1/2 cup),188.7,0.02,2.34,29.64,139.7,0,0,0,0,0,0.5,Synthetic
4093,Herb-Infused Style Leeks,Vegetables,Palm-sized portion,95.68,7.13,0.55,21.51,119.5,1,0,0,0,0,0.5,Synthetic
4094,Grilled Farm-Fresh Cucumber,Vegetables,1/2 cup,150.4,0.02,0.0,0.2,0.9,0,0,0,0,0,1.0,Synthetic
4095,Steamed Classic Eggplant,Vegetables,Sliced (1/2 cup),142.28,0.02,0.0,22.09,88.4,0,0,0,0,1,0.75,Synthetic
4096,Local Gourmet Sweet Potato,Vegetables,1 cup,37.57,18.05,5.93,10.68,168.3,0,0,1,0,0,0.75,Synthetic
4097,Local Variety Artichoke,Vegetables,1/2 cup,99.92,3.96,4.05,12.48,102.2,1,0,0,0,0,0.75,Synthetic
4098,Spiced Style Green Beans,Vegetables,Palm-sized portion,161.8,11.98,3.19,0.2,77.4,0,0,0,0,0,0.75,Synthetic
4099,Steamed Blend Carrots,Vegetables,Sliced (1/2 cup),106.76,7.06,1.93,18.43,119.3,1,0,0,0,0,1.0,Synthetic
4100,Pickled Style Leeks,Vegetables,1 medium one,112.71,18.45,2.78,18.45,172.6,0,0,0,0,0,0.75,Synthetic
4101,Whipped Variety Green Beans,Vegetables,1 cup,55.54,4.04,1.82,0.2,33.3,1,0,0,0,0,0.25,Synthetic
4102,Enriched Bahraini Bell Peppers,Vegetables,1 cup,175.21,0.02,1.05,20.54,91.7,0,0,0,0,0,0.75,Synthetic
4103,Steamed Classic Zucchini,Vegetables,1 cup,111.28,0.02,0.0,31.53,126.2,0,0,0,0,0,0.25,Synthetic
4104,Steamed Traditional Cucumber,Vegetables,Sliced (1/2 cup),133.76,0.02,6.71,19.1,136.9,0,0,1,0,0,0.0,Synthetic
4105,High-Protein Original Bell Peppers,Vegetables,1 medium one,82.08,1.7,0.0,36.96,154.6,0,0,0,0,0,0.5,Synthetic
4106,Premium Medley Zucchini,Vegetables,1 medium one,119.62,0.07,0.0,10.11,40.7,1,0,0,0,0,0.75,Synthetic
4107,Frozen Premium Mushrooms,Vegetables,1 medium one,203.52,7.77,1.15,0.2,42.2,0,0,0,0,0,0.75,Synthetic
4108,Homemade Heritage Cucumber,Vegetables,1 cup,95.85,0.02,0.0,35.52,142.2,1,0,0,0,0,0.5,Synthetic
4109,Fortified Traditional Cucumber,Vegetables,1 medium one,107.31,11.51,2.01,22.86,155.6,1,0,0,0,0,0.5,Synthetic
4110,Raw Traditional Artichoke,Vegetables,1 medium one,150.3,0.02,0.0,7.54,30.2,1,0,0,0,0,0.25,Synthetic
4111,Seasonal Variety Bok Choy,Vegetables,1 cup,126.99,0.02,8.47,20.11,156.8,0,0,0,0,0,0.0,Synthetic
4112,Lightly-Salted Special Cucumber,Vegetables,1/2 cup,89.46,3.75,2.1,29.3,151.1,0,0,0,0,0,1.0,Synthetic
4113,Homemade Garden Zucchini,Vegetables,Sliced (1/2 cup),7.0,1.5,0.88,4.27,31.0,0,0,0,0,1,1.0,Synthetic
4114,Pickled Traditional Bell Peppers,Vegetables,Palm-sized portion,119.44,0.02,3.37,0.2,31.2,0,0,0,0,1,0.0,Synthetic
4115,Natural Selection Cucumber,Vegetables,1 medium one,76.82,3.66,3.5,15.36,107.6,0,0,0,0,1,1.0,Synthetic
4116,Marinated Farm-Fresh Sweet Potato,Vegetables,1 medium one,31.06,0.02,4.95,21.84,132.0,0,0,0,0,0,1.0,Synthetic
4117,Local Classic Carrots,Vegetables,1 medium one,45.6,7.63,2.9,25.4,158.2,0,0,0,0,0,0.75,Synthetic
4118,Fortified Selection Carrots,Vegetables,Palm-sized portion,125.38,5.64,0.0,11.76,69.6,0,0,0,0,0,0.0,Synthetic
4119,Dried Gourmet Cauliflower,Vegetables,1/2 cup,106.25,0.02,0.2,14.37,59.4,0,0,0,0,0,0.0,Synthetic
4120,Frozen Premium Cauliflower,Vegetables,1/2 cup,212.76,9.31,5.56,6.16,111.9,0,0,0,0,0,0.25,Synthetic
4121,Frozen Special Sweet Potato,Vegetables,Sliced (1/2 cup),25.02,2.95,1.17,19.65,100.9,0,0,1,0,0,0.25,Synthetic
4122,Whipped Style Spinach,Vegetables,1/2 cup,146.28,0.02,1.07,17.49,79.7,1,0,0,0,0,0.0,Synthetic
4123,Roasted Heritage Cucumber,Vegetables,Sliced (1/2 cup),109.32,5.59,2.42,3.21,57.0,1,0,0,0,0,0.75,Synthetic
4124,Low-Fat Wild Artichoke,Vegetables,Palm-sized portion,272.14,5.02,5.5,29.52,187.7,0,0,0,0,1,0.5,Synthetic
4125,Zero-Fat Arabian Cabbage,Vegetables,Sliced (1/2 cup),7.0,0.01,1.08,5.56,32.0,0,0,0,0,0,0.75,Synthetic
4126,Fortified Gourmet Cabbage,Vegetables,Sliced (1/2 cup),187.74,0.02,4.89,21.92,131.8,0,0,0,0,0,1.0,Synthetic
4127,Steamed Style Kale,Vegetables,Sliced (1/2 cup),27.29,7.88,1.78,16.27,112.6,1,0,0,0,0,0.75,Synthetic
4128,Unsalted Variety Cabbage,Vegetables,Sliced (1/2 cup),73.09,1.97,0.5,0.62,14.9,0,0,0,0,0,0.25,Synthetic
4129,Local Classic Mushrooms,Vegetables,1 medium one,113.0,0.02,7.63,0.2,69.5,0,0,0,0,0,0.5,Synthetic
4130,Local Arabian Cucumber,Vegetables,1 cup,193.16,0.02,0.0,0.2,0.9,0,0,0,0,1,0.25,Synthetic
4131,Fortified Blend Cabbage,Vegetables,1/2 cup,76.27,1.45,4.39,6.24,70.3,1,0,0,0,0,0.25,Synthetic
4132,Roasted Blend Cauliflower,Vegetables,1 cup,65.89,2.28,0.27,0.2,12.3,0,0,0,0,0,0.5,Synthetic
